council,randage,ethnicity,simd,urban_rural,household_type,gender,tenure,greenspace,neighbourhood_rating,community_belonging
X,69,White,3,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
X,76,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
X,68,White,3,Rural,Adult,Female,Owned Loan/Mortgage,More than 30,Very good,Fairly strongly
X,83,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
X,57,White,4,Urban,Adult,Male,Owned Outright,6-10 mins,Fairly good,Fairly strongly
X,56,White,5,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
X,34,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
X,86,White,4,Rural,Adult,Female,Owned Loan/Mortgage,More than 30,Very good,Very strongly
X,34,White,4,Rural,Children,Female,Owned Outright,More than 30,Very good,Not very strongly
X,35,White,3,Rural,Adult,Female,Owned Outright,6-10 mins,Fairly good,Not very strongly
X,16,White,4,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Not very strongly
X,43,White,3,Urban,Children,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
X,86,White,3,Urban,Pensioner,Male,Social Rented,5 mins or less,Very good,Very strongly
X,56,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
X,64,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,36,White,5,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
X,85,White,5,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
X,75,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
X,86,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,76,White,4,Rural,Pensioner,Female,Private Rented,5 mins or less,Very good,Fairly strongly
X,24,White,5,Urban,Children,Female,Social Rented,5 mins or less,Very good,Fairly strongly
X,41,White,5,Rural,Children,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
X,16,White,4,Rural,Children,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
X,58,White,3,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
X,60,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,86,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
X,75,White,4,Rural,Adult,Male,Owned Loan/Mortgage,Don't know,Very good,Fairly strongly
X,16,White,5,Urban,Children,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Not very strongly
X,81,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Not at all strongly
X,73,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,70,White,4,Rural,Pensioner,Male,Private Rented,More than 30,Very good,Very strongly
3,56,White,3,Rural,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
X,71,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
X,61,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Not very strongly
X,64,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,29,White,2,Urban,Children,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
X,26,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
X,43,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
X,72,White,3,Urban,Adult,Female,Social Rented,11-20 mins,Very good,Very strongly
X,64,White,3,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Not very strongly
X,19,White,3,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Not very strongly
X,68,White,2,Urban,Pensioner,Male,Social Rented,More than 30,Very good,Very strongly
X,64,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,58,White,1,Urban,Adult,Female,Owned Outright,6-10 mins,Fairly good,Very strongly
X,77,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
X,66,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Very strongly
X,25,White,2,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Not very strongly
X,33,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
X,32,White,4,Rural,Children,Male,Owned Outright,6-10 mins,Very good,Fairly strongly
X,43,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
X,62,White,5,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
X,78,White,3,Rural,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
X,60,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
X,25,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
X,32,White,5,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not at all strongly
X,23,White,2,Urban,Children,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
X,50,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
X,46,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
X,60,White,2,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Very strongly
X,66,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
X,64,White,1,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,52,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly poor,Fairly strongly
X,54,White,1,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
X,66,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,42,White,4,Urban,Adult,Male,Owned Outright,6-10 mins,Fairly good,Not at all strongly
X,42,White,4,Urban,Adult,Female,Owned Outright,6-10 mins,Very good,Fairly strongly
X,85,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,More than 30,Very good,Fairly strongly
X,31,Other,3,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
X,64,White,2,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Not at all strongly
X,62,White,3,Urban,Adult,Male,Social Rented,11-20 mins,Fairly good,Not very strongly
X,47,White,2,Urban,Adult,Female,Social Rented,11-20 mins,Fairly poor,Fairly strongly
X,23,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
X,36,White,2,Urban,Children,Male,Owned Outright,6-10 mins,Very good,Very strongly
X,48,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,27,White,5,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
X,44,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
X,34,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
X,45,White,2,Urban,Children,Male,Social Rented,5 mins or less,Fairly good,Not at all strongly
X,46,White,1,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
X,57,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
X,32,White,4,Rural,Children,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
X,86,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
X,70,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
X,68,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
X,51,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,63,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,82,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
X,51,White,1,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Very strongly
X,20,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Not very strongly
X,73,White,2,Urban,Pensioner,Male,Social Rented,5 mins or less,Very good,Very strongly
X,34,White,3,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
X,56,White,1,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
X,24,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
X,52,White,5,Urban,Adult,Female,Owned Outright,6-10 mins,Very good,Fairly strongly
X,70,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
X,69,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
X,59,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
X,64,White,5,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
X,86,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
X,66,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,74,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,More than 30,Fairly poor,Very strongly
X,41,White,3,Rural,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
X,57,White,3,Urban,Adult,Male,Social Rented,6-10 mins,Very good,Fairly strongly
X,84,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,More than 30,Very good,Very strongly
X,30,White,5,Urban,Adult,Female,Owned Outright,21-30 mins,Very good,Very strongly
X,26,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
O,71,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
X,17,White,4,Rural,Adult,Female,Social Rented,5 mins or less,Fairly good,Very strongly
X,22,White,3,Rural,Children,Female,Social Rented,5 mins or less,Very good,Very strongly
X,80,White,5,Rural,Children,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
X,17,White,4,Rural,Children,Male,Private Rented,5 mins or less,Very good,Very strongly
X,50,White,4,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
X,72,White,3,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,60,White,4,Rural,Adult,Male,Social Rented,5 mins or less,Very good,Not very strongly
X,53,White,5,Rural,Children,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,71,White,5,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
X,78,White,5,Rural,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
X,35,White,4,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
O,55,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
X,16,White,5,Rural,Children,Male,Social Rented,5 mins or less,Fairly good,Very strongly
X,66,White,3,Rural,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
X,40,White,3,Rural,Children,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
X,44,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
X,49,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
X,54,White,3,Urban,Adult,Female,Owned Outright,6-10 mins,Fairly good,Fairly strongly
X,35,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Not very strongly
X,65,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,38,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
X,62,White,4,Rural,Adult,Female,Owned Outright,21-30 mins,Very good,Not very strongly
X,67,White,5,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,29,White,4,Rural,Children,Male,Social Rented,6-10 mins,Very good,Not very strongly
X,65,White,5,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,47,White,3,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
X,80,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
X,26,White,3,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
X,78,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
X,67,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Not at all strongly
X,49,White,3,Rural,Children,Male,Social Rented,21-30 mins,Very good,Very strongly
3,51,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not at all strongly
3,74,White,5,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,74,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
3,74,White,5,Urban,Adult,Female,Owned Loan/Mortgage,21-30 mins,Very good,Fairly strongly
X,69,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,16,White,4,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
X,72,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,21-30 mins,Very good,Fairly strongly
X,64,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
X,51,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
X,85,White,2,Urban,Pensioner,Female,Social Rented,21-30 mins,Fairly poor,Not at all strongly
X,83,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
X,76,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
X,55,White,4,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
U,48,White,3,Rural,Children,Female,Owned Outright,More than 30,Very good,Fairly strongly
L,55,White,5,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Not very strongly
L,80,White,5,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
U,82,White,4,Urban,Pensioner,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
Y,68,White,3,Rural,Pensioner,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Y,61,White,3,Rural,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Very strongly
Y,55,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Y,67,White,5,Rural,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Y,74,White,4,Rural,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Y,43,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Y,38,White,5,Urban,Children,Female,Owned Outright,11-20 mins,Very good,Fairly strongly
Y,61,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Y,64,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Y,57,White,3,Urban,Adult,Female,Social Rented,11-20 mins,Fairly poor,Not very strongly
Y,81,White,4,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Y,86,White,3,Urban,Pensioner,Male,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
Y,75,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Y,75,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Y,52,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
Y,55,White,5,Urban,Adult,Male,Owned Outright,6-10 mins,Very good,Very strongly
Y,69,White,3,Urban,Pensioner,Male,Private Rented,5 mins or less,Fairly good,Fairly strongly
Y,62,White,2,Urban,Children,Male,Owned Outright,6-10 mins,Fairly good,Fairly strongly
Y,68,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,More than 30,Fairly good,Fairly strongly
Y,55,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Y,81,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Y,56,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Y,23,White,1,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
Y,86,White,4,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Y,56,White,2,Urban,Adult,Female,Owned Outright,6-10 mins,Very good,Very strongly
Y,22,White,2,Urban,Children,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Y,46,White,1,Urban,Children,Male,Social Rented,6-10 mins,Fairly good,Not very strongly
Y,60,White,1,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Y,37,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
Y,40,White,1,Urban,Children,Male,Owned Outright,6-10 mins,Fairly good,Fairly strongly
Y,39,White,1,Urban,Children,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Y,50,White,5,Urban,Children,Female,Owned Outright,6-10 mins,Very good,Fairly strongly
Y,57,White,5,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Y,74,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Y,35,White,2,Urban,Children,Male,Owned Outright,5 mins or less,Fairly good,Very strongly
Y,71,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not at all strongly
Y,71,White,2,Urban,Adult,Male,Social Rented,6-10 mins,Fairly poor,Not very strongly
Y,69,White,1,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Y,83,White,2,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Y,35,White,2,Urban,Children,Female,Owned Outright,6-10 mins,Fairly good,Fairly strongly
Y,75,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Y,72,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Y,81,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Y,28,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Y,77,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Y,54,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Y,62,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Y,58,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Y,27,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Not at all strongly
Y,41,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Y,72,White,2,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Y,72,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Y,55,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Y,40,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
Y,30,White,1,Urban,Children,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
Y,58,White,1,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Y,47,White,2,Urban,Children,Female,Owned Outright,11-20 mins,Fairly good,Fairly strongly
Y,61,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
Y,36,White,2,Urban,Adult,Female,Owned Outright,6-10 mins,Fairly good,Not very strongly
Y,67,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Y,71,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Not very strongly
Y,21,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Y,80,White,1,Urban,Pensioner,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
Y,23,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
Y,65,White,2,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Fairly strongly
Y,35,White,2,Urban,Children,Female,Social Rented,5 mins or less,Very good,Don't know
Y,76,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Y,55,White,5,Urban,Adult,Female,Owned Outright,6-10 mins,Very good,Very strongly
Y,38,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Y,44,White,5,Urban,Children,Male,Owned Outright,6-10 mins,Very good,Fairly strongly
Y,67,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Y,69,White,3,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly poor,Fairly strongly
Y,76,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Y,31,White,3,Urban,Children,Female,Owned Outright,11-20 mins,Fairly good,Fairly strongly
Y,48,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Y,79,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,Don't know,Very good,Fairly strongly
Y,35,White,5,Urban,Adult,Male,Owned Outright,11-20 mins,Very good,Fairly strongly
Y,74,White,4,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Y,81,White,4,Urban,Pensioner,Male,Owned Loan/Mortgage,21-30 mins,Very good,Very strongly
Y,39,White,5,Rural,Children,Female,Owned Outright,6-10 mins,Fairly good,Fairly strongly
Y,32,White,3,Urban,Children,Female,Owned Outright,6-10 mins,Very good,Very strongly
Y,45,White,5,Rural,Children,Male,Owned Outright,6-10 mins,Very good,Very strongly
Y,51,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Y,60,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Y,86,White,1,Urban,Pensioner,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
Y,66,White,1,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Y,78,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Y,66,White,3,Urban,Adult,Female,Owned Loan/Mortgage,21-30 mins,Very good,Very strongly
Y,60,White,3,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Y,56,White,2,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
Y,73,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Y,51,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Very strongly
Y,35,White,4,Urban,Children,Female,Owned Outright,6-10 mins,Very good,Very strongly
Y,54,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
Y,44,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Not very strongly
Y,39,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Y,60,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Y,42,White,3,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Fairly poor,Fairly strongly
Y,63,White,3,Urban,Adult,Female,Owned Loan/Mortgage,More than 30,Fairly good,Very strongly
Y,40,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Very strongly
Y,60,White,3,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
Y,63,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Y,57,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Y,21,White,1,Urban,Adult,Male,Owned Outright,11-20 mins,Fairly good,Not very strongly
Y,69,White,5,Urban,Adult,Male,Social Rented,11-20 mins,Very good,Very strongly
Y,54,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Y,17,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Y,39,White,5,Urban,Children,Female,Owned Outright,21-30 mins,Very good,Very strongly
Y,47,White,4,Urban,Adult,Male,Owned Outright,11-20 mins,Very good,Very strongly
Y,60,White,3,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Y,42,White,3,Urban,Children,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Y,49,White,5,Urban,Children,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Y,48,White,1,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Y,63,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Very poor,Not at all strongly
Y,44,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
Y,70,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Y,83,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Very strongly
Y,37,Other,4,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
Y,73,White,4,Urban,Pensioner,Male,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
Y,38,Other,1,Urban,Children,Male,Social Rented,6-10 mins,Fairly good,Fairly strongly
Y,26,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
Y,23,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
Y,52,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Y,41,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Y,28,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Y,16,White,5,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Y,55,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
Y,64,White,3,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Y,62,White,5,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Fairly good,Fairly strongly
Y,50,White,1,Urban,Children,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Y,31,White,2,Urban,Children,Female,Social Rented,5 mins or less,Very good,Very strongly
Y,46,White,2,Urban,Children,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
Y,62,White,2,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Y,67,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,11-20 mins,Fairly good,Not very strongly
Y,86,White,2,Urban,Pensioner,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Y,46,White,3,Urban,Children,Male,Owned Outright,5 mins or less,Fairly good,Not at all strongly
