council,randage,ethnicity,simd,urban_rural,household_type,gender,tenure,greenspace,neighbourhood_rating,community_belonging
Shetland,46,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,47,White,3,Rural,Children,Male,Owned Outright,5 mins or less,Fairly good,Not very strongly
Shetland,75,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,67,White,3,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Shetland,86,White,4,Rural,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,52,White,4,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Shetland,66,White,3,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,43,White,4,Rural,Children,Female,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
Shetland,65,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Shetland,27,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,69,White,4,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Shetland,61,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Shetland,64,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,61,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,45,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,48,White,4,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,61,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,29,White,4,Rural,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
Shetland,54,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,66,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,51,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Shetland,32,White,4,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Shetland,63,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,73,White,3,Rural,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,54,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,49,White,4,Rural,Adult,Female,Social Rented,Don't know,Fairly good,Not at all strongly
Shetland,47,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Fairly poor,Very strongly
Shetland,37,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,84,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,Don't know,Very good,Very strongly
Shetland,65,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Shetland,35,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Not very strongly
Shetland,71,White,4,Rural,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Shetland,56,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,83,White,4,Rural,Pensioner,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Shetland,38,White,4,Rural,Children,Male,Social Rented,5 mins or less,Very good,Very strongly
Shetland,42,White,4,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,42,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,31,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,36,White,4,Rural,Children,Male,Owned Outright,6-10 mins,Fairly good,Not at all strongly
Shetland,51,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,32,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Fairly good,Not at all strongly
Shetland,64,White,4,Rural,Adult,Male,Owned Loan/Mortgage,Don't know,Fairly good,Very strongly
Shetland,78,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,69,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,46,White,4,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Shetland,71,White,4,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,68,White,4,Rural,Pensioner,Female,Social Rented,5 mins or less,Fairly poor,Not at all strongly
Shetland,47,White,3,Rural,Children,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Shetland,44,White,4,Rural,Children,Female,Social Rented,5 mins or less,Fairly good,Very strongly
Shetland,47,White,4,Rural,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
Shetland,37,White,4,Rural,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Shetland,64,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,39,White,4,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,34,White,4,Rural,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
Shetland,21,White,4,Rural,Adult,Male,Social Rented,5 mins or less,Very good,Not very strongly
Shetland,39,White,4,Rural,Children,Male,Private Rented,5 mins or less,Very good,Not very strongly
Shetland,57,White,4,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,42,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,76,White,3,Rural,Pensioner,Male,Social Rented,5 mins or less,Very good,Very strongly
Shetland,58,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,50,White,3,Rural,Children,Female,Social Rented,5 mins or less,Very good,Very strongly
Shetland,56,White,3,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,59,White,3,Rural,Children,Male,Owned Loan/Mortgage,More than 30,Fairly good,Not at all strongly
Shetland,60,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,26,White,3,Rural,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,68,White,3,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,61,White,3,Rural,Adult,Male,Social Rented,5 mins or less,Very good,Very strongly
Shetland,37,White,3,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,58,White,4,Rural,Adult,Female,Owned Outright,More than 30,Very good,Very strongly
Shetland,77,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,55,White,4,Rural,Adult,Male,Owned Outright,11-20 mins,Very good,Very strongly
Shetland,60,White,4,Rural,Children,Male,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
Shetland,70,White,4,Rural,Pensioner,Male,Private Rented,5 mins or less,Fairly good,Very strongly
Shetland,30,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,65,White,4,Rural,Pensioner,Female,Social Rented,6-10 mins,Very poor,Not at all strongly
Shetland,65,White,3,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,65,White,2,Urban,Pensioner,Male,Social Rented,11-20 mins,Fairly good,Not at all strongly
Shetland,53,White,2,Urban,Children,Male,Social Rented,5 mins or less,Very good,Very strongly
Shetland,53,White,2,Urban,Children,Male,Owned Loan/Mortgage,21-30 mins,Fairly good,Very strongly
Shetland,56,White,2,Urban,Adult,Male,Social Rented,11-20 mins,No opinion,Not at all strongly
Shetland,78,White,3,Urban,Adult,Male,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Shetland,78,White,2,Urban,Pensioner,Male,Social Rented,21-30 mins,Very good,Very strongly
Shetland,39,White,3,Urban,Children,Female,Owned Outright,More than 30,Very good,Fairly strongly
Shetland,79,White,2,Urban,Adult,Female,Owned Loan/Mortgage,More than 30,Very good,Very strongly
Shetland,47,White,2,Urban,Adult,Female,Owned Outright,11-20 mins,Very good,Not at all strongly
Shetland,67,White,2,Urban,Pensioner,Male,Owned Loan/Mortgage,11-20 mins,Very good,Very strongly
Shetland,48,White,2,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,50,White,2,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,60,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,57,White,3,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Shetland,69,White,3,Urban,Pensioner,Female,Social Rented,6-10 mins,Very good,Fairly strongly
Shetland,56,White,4,Rural,Adult,Female,Social Rented,Don't know,Very good,Fairly strongly
Shetland,73,White,4,Rural,Pensioner,Female,Social Rented,More than 30,Very good,Very strongly
Shetland,31,White,4,Rural,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
Shetland,34,White,4,Rural,Adult,Male,Owned Outright,6-10 mins,Very good,Fairly strongly
Shetland,52,White,4,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Shetland,86,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,21-30 mins,Very good,Very strongly
Shetland,84,White,4,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Shetland,48,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Shetland,52,White,4,Rural,Children,Male,Owned Outright,More than 30,Very good,Fairly strongly
Shetland,75,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,74,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Shetland,53,White,4,Rural,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,22,White,4,Rural,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Shetland,47,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,51,White,4,Rural,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,20,White,4,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Shetland,44,White,4,Rural,Children,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Shetland,27,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Fairly strongly
Shetland,43,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
Shetland,29,White,3,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Shetland,76,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Shetland,86,White,3,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Shetland,36,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Shetland,57,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Shetland,62,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Shetland,23,White,4,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Shetland,45,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,19,White,2,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Shetland,50,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
Shetland,70,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,50,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,71,White,4,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
Shetland,65,White,4,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
Shetland,34,White,2,Urban,Children,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Shetland,38,White,2,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Shetland,59,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Shetland,54,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Shetland,37,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Shetland,66,White,4,Urban,Pensioner,Male,Social Rented,5 mins or less,Fairly poor,Not very strongly
Shetland,26,White,4,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Not very strongly
Shetland,61,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,69,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Shetland,48,White,2,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
Shetland,48,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
Shetland,47,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
Shetland,38,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
Shetland,81,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
Shetland,33,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
Shetland,67,White,4,Urban,Pensioner,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
Shetland,84,White,4,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,78,White,4,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,47,White,3,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Fairly strongly
Shetland,29,White,4,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
Shetland,57,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
Shetland,25,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
Shetland,18,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Very strongly
Shetland,52,White,3,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
Shetland,28,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,63,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
Shetland,53,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
Shetland,48,White,3,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
South Ayrshire,82,White,2,Urban,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,86,White,1,Urban,Pensioner,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,72,White,1,Urban,Pensioner,Male,Social Rented,5 mins or less,Fairly good,Not very strongly
South Ayrshire,24,White,1,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
South Ayrshire,72,White,2,Rural,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
South Ayrshire,24,White,2,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Not very strongly
South Ayrshire,69,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
South Ayrshire,20,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
South Ayrshire,45,White,3,Urban,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,66,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,19,White,2,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
South Ayrshire,41,White,2,Urban,Adult,Female,Owned Outright,11-20 mins,Fairly good,Very strongly
South Ayrshire,82,White,1,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,22,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Fairly poor,Not very strongly
South Ayrshire,61,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,23,White,2,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
South Ayrshire,57,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Very strongly
South Ayrshire,59,White,3,Rural,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
South Ayrshire,28,White,3,Rural,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,56,White,3,Rural,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
South Ayrshire,51,White,3,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
South Ayrshire,67,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,46,White,2,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
South Ayrshire,51,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,71,White,3,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,85,White,3,Rural,Pensioner,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,37,White,3,Rural,Adult,Female,Social Rented,5 mins or less,Very good,Not very strongly
South Ayrshire,66,White,4,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,28,White,1,Urban,Adult,Male,Social Rented,6-10 mins,Fairly good,Don't know
East Ayrshire,65,White,2,Rural,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
East Ayrshire,79,White,2,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
East Ayrshire,73,White,3,Rural,Pensioner,Female,Social Rented,5 mins or less,Very good,Very strongly
East Ayrshire,61,White,3,Rural,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
South Ayrshire,71,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,83,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Fairly good,Not very strongly
South Ayrshire,27,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
South Ayrshire,53,White,4,Rural,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,71,White,3,Rural,Pensioner,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,43,White,4,Rural,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
South Ayrshire,50,White,4,Rural,Children,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,43,White,4,Rural,Adult,Male,Owned Loan/Mortgage,Don't know,Fairly good,Fairly strongly
South Ayrshire,54,White,3,Rural,Adult,Male,Private Rented,5 mins or less,Very good,Very strongly
South Ayrshire,18,White,4,Rural,Children,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,68,White,4,Rural,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
South Ayrshire,56,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Not very strongly
South Ayrshire,48,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
South Ayrshire,64,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
South Ayrshire,84,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,76,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,38,Other,4,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
South Ayrshire,61,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,48,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,35,White,4,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
South Ayrshire,81,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,72,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,73,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,41,White,3,Rural,Children,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,22,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Not very strongly
South Ayrshire,25,White,2,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Fairly strongly
South Ayrshire,52,White,2,Urban,Children,Male,Owned Outright,11-20 mins,Very good,Fairly strongly
South Ayrshire,49,White,2,Urban,Adult,Female,Social Rented,6-10 mins,Fairly good,Not very strongly
South Ayrshire,34,White,2,Urban,Children,Male,Owned Outright,6-10 mins,Very good,Very strongly
South Ayrshire,52,White,2,Urban,Adult,Female,Owned Outright,11-20 mins,Fairly good,Not very strongly
South Ayrshire,51,White,1,Urban,Adult,Female,Owned Outright,21-30 mins,Very good,Not very strongly
South Ayrshire,54,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,60,White,1,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,48,White,3,Urban,Adult,Male,Owned Outright,11-20 mins,Very good,Fairly strongly
South Ayrshire,50,White,1,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
South Ayrshire,68,White,5,Urban,Pensioner,Male,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
South Ayrshire,54,White,5,Urban,Adult,Male,Owned Outright,6-10 mins,Very poor,Very strongly
South Ayrshire,52,White,5,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,44,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,25,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
South Ayrshire,35,White,4,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Very strongly
South Ayrshire,71,White,4,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
South Ayrshire,65,White,3,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
South Ayrshire,70,White,3,Urban,Adult,Male,Owned Loan/Mortgage,21-30 mins,Very good,Fairly strongly
South Ayrshire,86,White,4,Urban,Pensioner,Male,Owned Loan/Mortgage,11-20 mins,Very good,Fairly strongly
South Ayrshire,33,White,3,Urban,Children,Male,Owned Outright,5 mins or less,Very good,Fairly strongly
South Ayrshire,75,White,4,Urban,Pensioner,Female,Social Rented,5 mins or less,Very good,Very strongly
South Ayrshire,43,White,3,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Fairly poor,Not very strongly
South Ayrshire,25,White,3,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,59,White,3,Urban,Adult,Female,Owned Loan/Mortgage,6-10 mins,Very good,Fairly strongly
South Ayrshire,51,Other,3,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
South Ayrshire,19,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,27,White,5,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Fairly strongly
South Ayrshire,73,White,3,Urban,Pensioner,Female,Social Rented,5 mins or less,Very good,Very strongly
South Ayrshire,65,White,2,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Very strongly
South Ayrshire,54,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
South Ayrshire,72,White,5,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
South Ayrshire,71,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,56,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Fairly good,Not at all strongly
South Ayrshire,64,White,2,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,39,White,2,Urban,Adult,Male,Owned Outright,5 mins or less,Fairly good,Not very strongly
South Ayrshire,28,White,2,Urban,Adult,Male,Social Rented,5 mins or less,Very good,Not at all strongly
South Ayrshire,86,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,6-10 mins,Very good,Not very strongly
South Ayrshire,39,White,1,Urban,Adult,Male,Owned Outright,5 mins or less,Very poor,Not very strongly
South Ayrshire,74,White,1,Urban,Pensioner,Male,Social Rented,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,79,White,1,Urban,Pensioner,Male,Social Rented,6-10 mins,Very good,Fairly strongly
South Ayrshire,33,White,1,Urban,Adult,Male,Owned Outright,11-20 mins,Fairly good,Not very strongly
South Ayrshire,54,White,2,Urban,Adult,Female,Social Rented,11-20 mins,Fairly poor,Very strongly
South Ayrshire,30,White,1,Urban,Adult,Male,Social Rented,5 mins or less,Very poor,Not at all strongly
South Ayrshire,57,White,1,Urban,Adult,Female,Social Rented,Don't know,Fairly good,Not at all strongly
South Ayrshire,62,White,2,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,68,White,2,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Not very strongly
South Ayrshire,29,White,4,Urban,Adult,Male,Owned Outright,5 mins or less,Very good,Very strongly
South Ayrshire,16,White,2,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Very strongly
South Ayrshire,49,White,4,Urban,Adult,Female,Owned Outright,5 mins or less,Very good,Very strongly
South Ayrshire,83,White,5,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,72,White,5,Urban,Adult,Male,Owned Loan/Mortgage,6-10 mins,Very good,Very strongly
South Ayrshire,45,White,5,Urban,Adult,Male,Owned Outright,11-20 mins,Very good,Very strongly
South Ayrshire,23,White,5,Urban,Adult,Male,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,48,White,5,Urban,Adult,Female,Owned Loan/Mortgage,5 mins or less,Very good,Fairly strongly
South Ayrshire,72,White,3,Urban,Adult,Female,Owned Outright,5 mins or less,Fairly good,Not very strongly
South Ayrshire,60,White,1,Urban,Adult,Male,Social Rented,11-20 mins,Fairly good,Fairly strongly
South Ayrshire,28,White,1,Urban,Children,Female,Owned Loan/Mortgage,5 mins or less,Very good,Very strongly
South Ayrshire,56,White,1,Urban,Adult,Female,Social Rented,5 mins or less,Very good,Fairly strongly
South Ayrshire,86,White,1,Urban,Pensioner,Female,Owned Loan/Mortgage,5 mins or less,Fairly good,Fairly strongly
South Ayrshire,51,White,3,Urban,Adult,Female,Private Rented,5 mins or less,Fairly poor,Not at all strongly
South Ayrshire,38,White,1,Urban,Children,Female,Owned Outright,5 mins or less,Very good,Fairly strongly
South Ayrshire,48,White,1,Urban,Children,Male,Owned Outright,5 mins or less,Fairly good,Not very strongly
